word,class,level,definition,synonyms
fighting,noun,b1,the activity of being involved in a battle against an enemy,[]
figure,noun,a2,"a number representing a particular amount, especially one given in official information",[]
figure,verb,b2,"to be part of a process, situation, etc. especially an important part",[]
file,noun,b1,a box or folded piece of card for keeping loose papers together and in order,[]
file,verb,b2,"to put and keep paper documents in a particular place and in a particular order so that you can find them easily; to put a paper document in a box, file, etc.",[]
fill,verb,a1,to make something full of something; to become full of something,[]
film,noun,a1,"a series of moving pictures recorded with sound that tells a story, watched at a cinema or on a television or other device",[]
film,verb,a2,to make a film of a story or a real event; to record somebody/something on film,[]
film-maker,noun,c1,a person who directs or produces films,[]
filter,noun,c1,"a device containing paper, sand, chemicals, etc. that a liquid or gas is passed through in order to remove any materials that are not wanted",[]
filter,verb,c1,"to pass liquid, light, etc. through a special device, especially to remove something that is not wanted",[]
final,adjective,a1,"being or happening at the end of a series of events, actions, statements, etc.",[]
final,noun,a2,"the last of a series of games or competitions, in which the winner is decided",[]
finally,adverb,a2,"after a long time, especially when there has been some difficulty or delay",[]
finance,noun,b2,"money used to run a business, an activity or a project",[]
finance,verb,b2,to provide money for a project,[]
financial,adjective,b1,connected with money and finance,"[""commercial"",""monetary"",""budgetary""]"
find,verb,a1,to discover somebody/something unexpectedly or by chance,"[""call"",""consider"",""see"",""view""]"
finding,noun,b2,information that is discovered as the result of research into something,[]
fine,adjective,a1,in good health,"[""all right"",""OK"",""healthy"",""strong"",""fit""]"
fine,noun,c1,a sum of money that must be paid as punishment for breaking a law or rule,[]
fine,verb,c1,to make somebody pay money as an official punishment,[]
finger,noun,a2,"one of the four long thin parts that stick out from the hand (or five, if the thumb is included)",[]
finish,noun,a2,the last part or the end of something,[]
finish,verb,a1,to stop doing something or making something because it is complete,[]
fire,noun,a1,"the flames, light and heat, and often smoke, that are produced when something burns",[]
fire,verb,b1,"to shoot bullets, etc. from a gun or other weapon",[]
firearm,noun,c1,a gun that can be carried,[]
firefighter,noun,b2,a person whose job is to put out fires,[]
firework,noun,b2,"a small device containing powder that burns or explodes and produces bright coloured lights and loud noises, used especially at celebrations",[]
firm,adjective,b2,fairly hard; not easy to press into a different shape,[]
firm,noun,b2,a business or company,[]
firmly,adverb,b2,in a strong or definite way,[]
first,adverb,a1,before anyone or anything else; at the beginning,[]
first,noun,a2,the person or thing that comes or happens before all other similar people or things,[]
firstly,adverb,a2,used to introduce the first of a list of points you want to make in a speech or piece of writing,[]
fish,noun,a1,"a creature that lives in water, breathes through gills, and uses fins and a tail for swimming",[]
fish,verb,a2,"to try to catch fish with nets, a fishing line, etc.",[]
fishing,noun,a2,the sport or business of catching fish,[]
fit,adjective,a2,"healthy and strong, especially because you do regular physical exercise","[""all right"",""OK"",""fine"",""healthy"",""strong""]"
fit,noun,c1,"a sudden attack of an illness, such as epilepsy, in which somebody becomes unconscious and their body may make violent movements",[]
fit,verb,a2,to be the right shape and size for somebody/something,[]
fitness,noun,b1,the state of being physically healthy and strong,[]
fix,noun,b2,"a solution to a problem, especially an easy or temporary one",[]
fix,verb,a2,to repair or correct something,[]
fixed,adjective,b1,staying the same; not changing or able to be changed,[]
fixture,noun,c1,a sports event that has been arranged to take place on a particular date and at a particular place,[]
flag,noun,b1,"a piece of cloth with a special coloured design on it that may be the symbol of a particular country or organization, may be used to give a signal or may have a particular meaning. A flag can be attached to a pole (= a long thin straight piece of wood or metal) or held in the hand.",[]
flame,noun,b2,a hot bright stream of burning gas that comes from something that is on fire,[]
flash,noun,b2,a sudden bright light that shines for a moment and then disappears,[]
flash,verb,b2,to shine very brightly for a short time; to make something shine in this way,[]
flat,adjective,a2,"having a level surface, not curved or sloping, and without holes or any bits sticking out",[]
flat,noun,a1,"a set of rooms for living in, usually on one floor of a building",[]
flavour,noun,b2,how food or drink tastes,[]
flaw,noun,c1,a mistake in something that means that it is not correct or does not work correctly,[]
flawed,adjective,c1,having a flaw; not perfect or correct,[]
flee,verb,c1,"to leave a person or place very quickly, especially because you are afraid of possible danger",[]
fleet,noun,c1,a group of military ships commanded by the same person,[]
flesh,noun,c1,the soft substance between the skin and bones of animal or human bodies,[]
flexibility,noun,c1,the ability to change to suit new conditions or situations,[]
flexible,adjective,b2,able to change to suit new conditions or situations,[]
flight,noun,a1,"a journey made by air, especially in a plane",[]
float,verb,b2,to move slowly on water or in the air,[]
flood,noun,b1,a large amount of water covering an area that is usually dry,[]
flood,verb,b1,"if a place floods or something floods it, it becomes filled or covered with water",[]
floor,noun,a1,the surface of a room that you walk on,"[""ground"",""land"",""earth""]"
flour,noun,b1,"a fine white or brown powder made from grain, especially wheat, and used in cooking for making bread, cakes, etc.",[]
flourish,verb,c1,to develop quickly and become successful or common,[]
flow,noun,b1,the steady and continuous movement of something/somebody in one direction,[]
flow,verb,b1,to move steadily and continuously in one direction,[]
flower,noun,a1,the coloured part of a plant from which the seed or fruit develops. Flowers usually grow at the end of a stem and last only a short time.,[]
